"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","AB","R","H","1B","2B","3B","HR","RBI","BB","SO","SB","CS","HBP","GIDP","GP"
"*025i9*","J.T. Realmuto","PHI","C","317","GoldTY","Not On Team","35","150.5","2.03","51%","-1%","247","28","54","35","12","0","7","34","20","57","3","0","8","4","74"
"*04mra*","Ezequiel Tovar","COL","SS","320","Greenbet","Reserve","24","150","1.56","52%","-1%","328","33","64","39","17","0","8","32","19","90","5","0","2","6","96"
"*02z96*","Dominic Smith","ATL","1B","319","zyoung51","Reserve","31","150","1.81","17%","-1%","217","34","57","44","6","1","6","36","18","34","0","0","2","6","83"
"*02jh6*","Eugenio Suarez","CIN","3B","351","joeybats","Reserve","35","138.5","1.9","81%","-1%","259","26","54","30","11","0","13","37","24","101","0","1","2","3","73"
"*04prt*","Lawrence Butler","ATH","OF","350","Greenbet","Reserve","26","138.5","1.47","55%","-2%","259","34","52","37","9","1","5","24","35","79","6","3","1","3","94"
"*04my4*","Cal Raleigh","SEA","C","382","KRetiree","Reserve","29","127.5","1.77","98%","0%","263","24","43","26","7","0","10","35","38","97","2","1","1","5","72"
"*05rbw*","Esmerlyn Valdez","PIT","OF","388","Coop","Active","22","126","3.71","78%","+1%","113","24","33","12","7","1","13","34","17","50","0","1","0","4","34"
"*03zcy*","Mark Vientos","NYM","1B,3B","393","Greenbet","Reserve","26","125.5","1.72","37%","-1%","237","25","50","30","9","0","11","35","12","61","0","0","3","11","73"
"*0596e*","Dylan Crews","WSH","OF","396","Sasso","Reserve","24","124.5","2.35","74%","-1%","192","29","41","28","6","0","7","21","14","47","6","0","7","3","53"
"*031t0*","Gleyber Torres","DET","2B","408","kyfaess","Reserve","29","121.5","2.7","80%","0%","164","27","46","36","6","0","4","18","31","37","0","0","2","2","45"
"*04qnc*","Francisco Alvarez","NYM","C","411","joeybats","Reserve","24","120","1.76","64%","0%","222","22","57","39","7","0","11","25","20","66","0","0","3","14","68"
"*02mw6*","Corey Seager","TEX","SS","413","Jpanner","Inj Res","32","119.5","2.34","94%","-1%","187","28","34","18","6","0","10","25","28","59","1","0","2","6","51"
"*042sz*","Will Smith","LAD","C","432","GoldTY","Active","31","115","2.21","90%","-2%","173","23","43","32","5","0","6","23","23","34","0","0","2","5","52"
"*066eo*","Cole Carrigg","COL","OF","431","Sasso","Active","24","115","3.19","66%","-1%","117","27","34","20","7","3","4","24","14","28","3","2","2","1","36"
"*02611*","Francisco Lindor","NYM","SS","435","Kipp","Active","32","114.5","2.49","98%","0%","176","24","41","27","5","3","6","16","19","33","2","2","2","2","46"
"*03dp8*","Ramon Laureano","SD","OF","440","Kipp","Inj Res","32","112.5","2.12","39%","-1%","182","23","37","22","6","2","7","21","20","65","7","2","2","1","53"
"*04e2u*","Brent Rooker","ATH","UT","454","KRetiree","Reserve","31","108.5","2.26","75%","-2%","180","20","36","22","4","0","10","29","19","65","2","0","2","3","48"
"*0524l*","Yainer Diaz","HOU","C","489","Greenbet","Reserve","27","100","2.04","56%","-1%","180","20","43","28","9","0","6","23","7","30","0","1","1","5","49"
"*059bx*","Brady House","WSH","3B","499","Kipp","Minors","23","98","2.23","43%","0%","163","22","37","23","7","0","7","25","13","50","1","0","0","4","44"
"*04y9p*","Anthony Volpe","NYY","SS","525","Greenbet","Reserve","25","92","1.92","45%","-2%","146","18","36","28","6","1","1","15","21","38","7","4","0","0","48"
"*050c3*","Jasson Dominguez","NYY","OF","527","CLANK","Reserve","23","91.5","2.18","71%","-1%","155","16","36","21","10","0","5","12","7","33","6","0","1","1","42"
"*05xty*","Dylan Beavers","BAL","OF","526","Coop","Inj Res","24","91.5","1.87","46%","-1%","145","20","36","23","11","0","2","16","16","39","4","3","2","1","49"
"*02i2q*","Carlos Correa","HOU","3B,SS","534","CLANK","Inj Res","31","91","2.76","51%","0%","122","22","34","23","8","0","3","16","18","26","1","0","0","5","33"
"*05ybv*","Jackson Holliday","BAL","2B","538","GoldTY","Active","22","90.5","1.77","80%","-1%","134","18","29","20","3","1","5","15","24","41","4","0","0","3","51"
"*060ub*","Colt Emerson","SEA","SS","557","Sasso","Reserve","21","85.5","1.68","71%","-2%","164","18","31","18","5","1","7","21","13","61","3","1","2","2","51"
"*05rcg*","Braden Montgomery","CHW","OF","560","Hutch","Reserve","23","85","2.43","63%","-1%","126","20","30","16","10","1","3","18","12","26","1","2","1","4","35"
"*041sq*","Tommy Edman","LAD","2B","572","kyfaess","Active","31","83","2.96","64%","0%","86","16","31","22","5","2","2","17","8","18","2","1","4","2","28"
"*05tzp*","Jacob Gonzalez","PIT","1B,2B,SS","602","GoldTY","Active","24","76.5","2.07","29%","0%","103","14","26","17","5","0","4","22","8","23","0","0","2","1","37"
"*04qnd*","Noelvi Marte","CIN","OF","606","JMerkle","Reserve","24","76","1.69","58%","-3%","137","16","26","14","6","0","6","13","9","36","5","1","0","3","45"
"*05jse*","Tommy Troy","ARI","2B,OF","615","GoldTY","Reserve","24","74.5","1.91","30%","-1%","121","22","27","19","3","1","4","9","13","31","1","0","0","0","39"
"*06dlz*","Ryan Waldschmidt","ARI","OF","629","Sasso","Reserve","23","71","1.82","53%","-1%","131","14","34","22","10","1","1","12","9","50","6","1","1","0","39"
"*04z6m*","Agustin Ramirez","MIA","C","638","CLANK","Minors","24","68","2.19","59%","-1%","113","14","26","18","5","1","2","14","13","28","3","1","2","5","31"
"*04pse*","Brendan Donovan","SEA","2B,3B","659","Jpanner","Reserve","29","64.5","2.48","82%","0%","84","9","23","15","4","1","3","8","11","15","1","1","5","0","26"
"*067xj*","Cooper Pratt","MIL","SS","662","kyfaess","Reserve","21","64","2.13","44%","-1%","93","13","24","19","3","1","1","8","12","20","7","2","1","4","30"
"*05u9z*","Roman Anthony","BOS","OF","684","GoldTY","Inj Res","22","60.5","2.02","94%","0%","109","12","25","18","5","1","1","5","20","33","2","0","1","0","30"
"*04t3y*","Alejandro Kirk","TOR","C","705","Coop","Inj Res","27","58","1.87","54%","-1%","101","9","22","15","4","0","3","11","12","14","0","0","0","2","31"
"*04nq4*","Blaze Jordan","STL","1B,3B","716","Kipp","Reserve","23","55.5","1.98","36%","-2%","91","10","23","16","4","2","1","18","3","15","0","0","0","2","28"
"*047l7*","Luis Robert Jr.","NYM","OF","726","Jpanner","Inj Res","28","54","2","78%","-1%","95","11","20","14","3","0","3","9","13","22","2","2","0","2","27"
"*01cdf*","Giancarlo Stanton","NYY","UT","735","JMerkle","Inj Res","36","51.5","2.15","66%","-1%","90","8","23","14","6","0","3","14","6","29","1","0","0","2","24"
"*05vy9*","Pedro Ramirez","CHC","2B,3B,SS","736","joeybats","Reserve","22","51","1.7","27%","0%","70","9","20","12","6","1","1","11","5","12","2","0","0","3","30"
"*06hny*","Bryan Torres","STL","C,2B,OF","756","Greenbet","Active","29","47","1.38","8%","-1%","69","9","14","8","0","2","4","8","6","16","1","0","0","0","34"
"*05r1m*","Jordan Lawlar","ARI","3B,OF","815","JMerkle","Inj Res","24","36","3","68%","0%","38","6","12","9","2","0","1","4","3","10","4","0","3","0","12"
"*05wxy*","Kyle Teel","CHW","C","819","Hutch","Reserve","24","35.5","1.87","63%","-3%","63","9","12","8","2","0","2","14","6","27","0","0","1","1","19"
"*04yi8*","Spencer Jones","NYY","OF","826","JMerkle","Minors","25","34.5","1.11","53%","0%","76","6","17","11","4","0","2","7","10","35","1","0","0","0","31"
"*0630f*","Gabriel Rincones Jr.","PHI","OF","875","Sethmc44","Reserve","25","26.5","1.06","10%","-1%","75","7","13","7","4","0","2","7","2","23","0","0","1","2","25"
"*02yd1*","Jorge Polanco","NYM","UT","885","zyoung51","Inj Res","33","25","1.14","45%","-4%","85","4","14","9","4","0","1","4","6","18","0","0","0","1","22"
"*060yn*","Luis Lara","MIL","OF","955","Sasso","Reserve","21","16","1.6","51%","-3%","25","2","6","5","1","0","0","2","5","4","1","0","0","0","10"
"*05raw*","Harry Ford","WSH","C","963","GoldTY","Minors","23","15.5","5.17","42%","0%","11","3","3","1","1","0","1","4","1","5","1","0","1","0","3"
"*05tp7*","Tommy White","ATH","3B","1028","Coop","Reserve","23","10","2","40%","-1%","19","2","7","6","1","0","0","0","2","0","0","1","0","1","5"
"*05t9n*","Carson Williams","TB","SS","1048","KRetiree","Minors","23","8.5","0.71","44%","0%","30","6","3","2","1","0","0","3","2","11","0","0","0","1","12"
"*04qii*","Addison Barger","TOR","3B,OF","1076","JMerkle","Inj Res","26","6.5","0.65","62%","-1%","22","2","1","0","1","0","0","2","5","7","0","0","0","1","10"
"*05tzg*","Jace Jung","DET","3B","1122","Greenbet","Minors","25","3.5","1.17","18%","0%","6","1","1","1","0","0","0","0","2","1","0","0","0","0","3"
"*06f0p*","Cooper Ingle","CLE","C","1143","Greenbet","Minors","24","2","0.29","25%","-1%","21","1","2","2","0","0","0","2","3","12","0","0","0","0","7"
"*05gss*","Jeferson Quero","MIL","C","1164","Kipp","Minors","23","1","1","26%","0%","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"*06alk*","Charlie Condon","COL","1B,OF","2786","Jpanner","Minors","23","0","0","63%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u3v*","Walker Jenkins","MIN","OF","5081","CLANK","Minors","21","0","0","63%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yc*","Leo De Vries","ATH","SS","3208","GoldTY","Minors","19","0","0","63%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ibv*","Jesus Made","MIL","SS","5855","Coop","Minors","19","0","0","62%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u9y*","Max Clark","DET","OF","2696","Hutch","Minors","21","0","0","62%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rcf*","Joshua Baez","STL","OF","1618","Sasso","Minors","23","0","0","60%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0662o*","Sebastian Walcott","TEX","SS","9621","Hutch","Minors","20","0","0","56%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*061zv*","Josue De Paula","LAD","OF","3203","GoldTY","Minors","21","0","0","55%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u36*","Aidan Miller","PHI","SS","6438","Jpanner","Minors","22","0","0","54%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06n8y*","Eli Willits","WSH","SS","9831","Hutch","Minors","18","0","0","52%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062cx*","Ethan Holliday","COL","SS","4886","JMerkle","Minors","19","0","0","51%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gsc*","Jordan Westburg","BAL","3B","9738","Sasso","Inj Res","27","0","0","51%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06b72*","George Lombard Jr.","NYY","SS","5700","GoldTY","Minors","21","0","0","51%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*060la*","Jett Williams","MIL","2B,SS,OF","9812","CLANK","Minors","22","0","0","51%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c78*","Franklin Arias","BOS","SS","1500","JMerkle","Minors","20","0","0","50%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06eyu*","Zyhir Hope","LAD","OF","4909","joeybats","Minors","21","0","0","48%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06j3f*","Luis Pena","MIL","2B,SS","7291","kyfaess","Minors","19","0","0","48%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rfc*","Lazaro Montes","SEA","OF","6556","Sasso","Minors","21","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mh4*","Edward Florentino","PIT","OF","3797","joeybats","Minors","19","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hx4*","Kaelen Culpepper","MIN","SS","2990","JMerkle","Minors","23","0","0","47%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnp*","Rainiel Rodriguez","STL","C","8085","Coop","Minors","19","0","0","46%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c79*","Eduardo Quintero","LAD","OF","7670","Coop","Minors","20","0","0","46%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ir*","James Tibbs III","LAD","OF","9189","zyoung51","Minors","23","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hea*","Caleb Bonemer","CHW","3B,SS","1990","KRetiree","Minors","20","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ybr*","Ethan Salas","SD","C","8303","Kipp","Minors","20","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yai*","Bryce Rainer","DET","SS","7687","Hutch","Minors","21","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066ip*","Mike Sirota","LAD","OF","8711","Kipp","Minors","23","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*054p6*","Emmanuel Rodriguez","MIN","OF","8032","GoldTY","Minors","23","0","0","44%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06se6*","JoJo Parker","TOR","SS","7185","joeybats","Minors","19","0","0","43%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*067yp*","Ralphy Velazquez","CLE","1B","9509","Jpanner","Minors","21","0","0","42%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ps2*","Josuar Gonzalez","SF","SS","4278","Sasso","Minors","18","0","0","42%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u2m*","Theo Gillen","TB","OF","4155","kyfaess","Minors","20","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06k7t*","Andrew Fischer","MIL","3B","3766","Sethmc44","Minors","22","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06626*","Alfredo Duno","CIN","C","3464","joeybats","Minors","20","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0637j*","Josue Briceno","DET","C,1B","2104","joeybats","Minors","21","0","0","41%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pg6*","Aiva Arquette","MIA","SS","1539","Coop","Minors","22","0","0","38%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06utg*","Dax Kilby","NYY","SS","5297","Sasso","Minors","19","0","0","38%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ibo*","Emil Morales","LAD","SS","6601","KRetiree","Minors","19","0","0","37%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pll*","Ethan Conrad","CHC","OF","2797","Jpanner","Minors","22","0","0","37%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yid*","Michael Arroyo","SEA","2B","1548","Kipp","Minors","21","0","0","37%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y3p*","Arjun Nimmala","TOR","SS","6843","Kipp","Minors","20","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gbg*","Zac Veen","COL","OF","9492","JMerkle","Minors","24","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pi0*","Eric Hartman","ATL","2B,OF","4596","GoldTY","Minors","20","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*071w9*","Luis Hernandez","SF","SS","4743","Coop","Minors","17","0","0","36%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r5e*","Angel Genao","CLE","3B,SS","4109","Hutch","Not On Team","22","0","0","34%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u1y*","Cam Collier","CIN","1B,3B","2757","CLANK","Minors","21","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rw2*","Steele Hall","CIN","SS","4522","kyfaess","Minors","18","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05mx9*","Felnin Celesten","SEA","SS","2564","Kipp","Minors","20","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*066sx*","Jonny Farmelo","SEA","OF","3668","Kipp","Minors","21","0","0","33%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c10*","Ike Irish","BAL","C,1B","5011","Sethmc44","Minors","22","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06m0g*","Elian Pena","NYM","SS","7279","joeybats","Minors","18","0","0","32%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ge1*","Ryan Clifford","NYM","1B,OF","2718","Kipp","Minors","23","0","0","31%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yix*","Jaison Chourio","CLE","OF","2665","Sethmc44","Minors","21","0","0","31%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ifw*","Josiah Hartshorn","CHC","1B,OF","4599","joeybats","Minors","19","0","0","30%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yak*","Xavier Neyens","HOU","3B","6823","Sasso","Minors","19","0","0","29%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ich*","Jhonny Level","SF","SS","5599","Sasso","Minors","19","0","0","29%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bsb*","Eduardo Tait","MIN","C","9036","Greenbet","Minors","19","0","0","28%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06psn*","Kevin Alvarez","HOU","OF","1376","Coop","Minors","18","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06qr6*","Nate George","BAL","OF","4119","Coop","Minors","20","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xse*","Hector Rodriguez","CIN","OF","8044","KRetiree","Minors","22","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06alq*","Billy Carlson","CHW","SS","2410","Kipp","Minors","19","0","0","27%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y3q*","Blake Mitchell","KC","C","6483","Sethmc44","Minors","21","0","0","25%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mmx*","Juneiker Caceres","CLE","OF","2289","kyfaess","Minors","18","0","0","24%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hth*","Josh Adamczewski","MIL","SS","1222","Hutch","Not On Team","21","0","0","23%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hsz*","John Gil","ATL","SS","4145","CLANK","Minors","20","0","0","21%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rry*","Tate Southisene","ATL","SS","8835","CLANK","Minors","19","0","0","21%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05jre*","Enrique Bradfield Jr.","BAL","OF","2056","CLANK","Minors","24","0","0","21%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06o01*","Nathan Flewelling","TB","C","3792","kyfaess","Minors","19","0","0","21%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dmp*","Max Anderson","DET","2B","1415","Jpanner","Minors","24","0","0","21%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062e5*","Vance Honeycutt","BAL","OF","4902","JMerkle","Minors","23","0","0","18%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ool*","Owen Ayers","CHC","C","1604","KRetiree","Minors","25","0","0","12%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ien*","Dante Nori","PHI","OF","6871","Jpanner","Minors","21","0","0","12%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yff*","Ethan Petry","WSH","OF","7438","CLANK","Minors","22","0","0","11%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tu9*","Seong-Jun Kim","TEX","SS","5307","Greenbet","Minors","19","0","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xy2*","Patrick Winkel","TOR","C","9858","JMerkle","Minors","26","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
